datetime,production_nuclear,production_thermal,production_renewable,production_heat_power,production_hydro,production_pumped_hydro,consumption_total
11.09.2018 16:00:00,9636,545,248,5191,404,321,15844
11.09.2018 15:00:00,9626,550,310,5171,549,320,16012
11.09.2018 14:00:00,9640,546,366,5191,568,322,16159
11.09.2018 13:00:00,9669,550,415,5150,529,0,15860
11.09.2018 12:00:00,9673,540,376,5155,525,0,15696
11.09.2018 11:00:00,9682,551,337,5156,403,324,15976
11.09.2018 10:00:00,9708,543,224,5073,379,324,15832
11.09.2018 09:00:00,9700,531,154,5045,297,324,15580
11.09.2018 08:00:00,9692,533,90,4855,571,0,15263
11.09.2018 07:00:00,9691,546,38,4100,690,0,14696
11.09.2018 06:00:00,9680,546,16,3461,551,0,13426
11.09.2018 05:00:00,9673,542,10,3852,273,0,12955
11.09.2018 04:00:00,9683,540,6,3852,372,0,12681
11.09.2018 03:00:00,9667,545,13,3858,273,0,12630
11.09.2018 02:00:00,9664,547,26,3764,273,0,12872
11.09.2018 01:00:00,9658,541,31,3641,561,0,13212
11.09.2018 00:00:00,9660,545,27,4971,341,0,13993
10.09.2018 23:00:00,9672,547,23,4663,462,0,14758
10.09.2018 22:00:00,9651,543,19,4883,561,978,16009
10.09.2018 21:00:00,9659,542,18,5095,1156,967,17018
10.09.2018 20:00:00,9650,547,21,5280,1214,665,16899
10.09.2018 19:00:00,9645,544,25,5245,648,323,15920
10.09.2018 18:00:00,9627,546,69,5407,750,0,15862
10.09.2018 17:00:00,9619,545,145,5481,637,0,16021
10.09.2018 16:00:00,9639,551,158,5556,729,0,16144
10.09.2018 15:00:00,9650,550,221,5506,698,0,16214
10.09.2018 14:00:00,9643,537,237,5586,637,0,16026
10.09.2018 13:00:00,9654,511,240,5626,472,0,16041
10.09.2018 12:00:00,9664,510,218,5838,444,0,16011
10.09.2018 11:00:00,9673,518,190,5685,520,324,16280
10.09.2018 10:00:00,9693,543,177,5249,643,326,15953
10.09.2018 09:00:00,9692,548,78,4976,543,326,15713
10.09.2018 08:00:00,9693,547,58,4764,285,325,14992
10.09.2018 07:00:00,9690,543,45,4358,399,0,14613
10.09.2018 06:00:00,9687,546,38,3461,78,0,12977
10.09.2018 05:00:00,9675,541,37,3508,318,0,12551
10.09.2018 04:00:00,9677,545,32,3600,166,0,12228
10.09.2018 03:00:00,9673,540,51,3597,279,0,12304
10.09.2018 02:00:00,9647,546,41,3543,279,0,12507
10.09.2018 01:00:00,9660,551,43,3481,280,0,12894
10.09.2018 00:00:00,9655,549,32,3820,159,0,13610
09.09.2018 23:00:00,9658,546,41,4363,270,0,14358
09.09.2018 22:00:00,9647,543,45,4386,718,325,15163
09.09.2018 21:00:00,9647,545,57,4431,1269,837,16230
09.09.2018 20:00:00,9694,548,117,4427,1004,813,16015
09.09.2018 19:00:00,9681,548,222,4181,693,513,15366
09.09.2018 18:00:00,9697,559,237,4165,920,0,15062
09.09.2018 17:00:00,9700,561,319,4156,756,0,15169
09.09.2018 16:00:00,9700,541,431,3959,613,0,14851
09.09.2018 15:00:00,9701,541,521,3990,648,0,14894
09.09.2018 14:00:00,9709,539,537,4013,616,0,14877
09.09.2018 13:00:00,9720,540,527,4051,643,0,14968
09.09.2018 12:00:00,9716,540,502,4206,646,0,14987
09.09.2018 11:00:00,9715,545,469,3978,540,320,14955
09.09.2018 10:00:00,9714,552,345,3909,496,0,14572
09.09.2018 09:00:00,9725,545,252,3624,215,0,13940
09.09.2018 08:00:00,9723,545,214,3224,305,0,13130
09.09.2018 07:00:00,9708,546,266,3272,346,0,12769
09.09.2018 06:00:00,9726,549,284,3299,168,0,12491
09.09.2018 05:00:00,9712,533,297,3303,286,0,12376
09.09.2018 04:00:00,9730,523,288,3329,284,0,12362
09.09.2018 03:00:00,9723,520,282,3344,285,0,12365
09.09.2018 02:00:00,9719,514,270,3363,169,0,12748
09.09.2018 01:00:00,9712,547,257,3356,170,0,13012
09.09.2018 00:00:00,9717,541,245,3851,167,0,13921
08.09.2018 23:00:00,9695,544,251,3913,584,0,14526
08.09.2018 22:00:00,9696,541,260,4105,631,644,15287
08.09.2018 21:00:00,9628,538,254,4412,1043,810,16219
08.09.2018 20:00:00,9656,542,242,4544,798,815,16196
08.09.2018 19:00:00,9665,544,275,4397,598,436,15509
08.09.2018 18:00:00,9638,527,314,4527,659,280,15458
08.09.2018 17:00:00,9599,508,380,4678,649,321,15614
08.09.2018 16:00:00,9591,507,396,4810,723,0,15680
08.09.2018 15:00:00,9563,509,441,4869,633,0,15588
08.09.2018 14:00:00,9587,502,464,4868,631,0,15505
08.09.2018 13:00:00,9569,506,462,4626,527,280,15602
08.09.2018 12:00:00,9555,537,500,4624,526,282,15599
08.09.2018 11:00:00,9555,541,477,4611,656,322,15702
08.09.2018 10:00:00,9537,549,429,4289,532,323,15191
08.09.2018 09:00:00,9499,545,342,4202,357,0,14648
08.09.2018 08:00:00,9510,548,263,3647,478,0,13935
08.09.2018 07:00:00,9501,548,243,3630,56,0,13295
08.09.2018 06:00:00,9479,542,233,3828,573,0,12935
08.09.2018 05:00:00,9501,549,214,3869,283,0,12789
08.09.2018 04:00:00,9462,542,213,3811,278,0,12575
08.09.2018 03:00:00,9421,543,250,3661,563,0,12689
08.09.2018 02:00:00,9427,538,239,3760,227,0,12861
08.09.2018 01:00:00,9451,549,261,3872,445,0,13252
08.09.2018 00:00:00,9478,552,279,4819,77,0,13945
07.09.2018 23:00:00,9433,547,283,4600,587,0,14724
07.09.2018 22:00:00,9603,543,292,4471,539,485,15607
07.09.2018 21:00:00,10051,545,294,4836,712,817,16553
07.09.2018 20:00:00,10143,546,313,4803,648,519,16461
07.09.2018 19:00:00,10031,549,339,4801,512,0,15787
07.09.2018 18:00:00,9924,547,388,4826,408,322,15824
07.09.2018 17:00:00,9894,555,428,4899,509,322,16033
07.09.2018 16:00:00,9832,520,514,5187,363,0,16161
07.09.2018 15:00:00,9561,517,575,5326,586,321,16343
07.09.2018 14:00:00,9468,552,622,5301,593,321,16324
07.09.2018 13:00:00,9455,546,623,5194,655,321,16283
07.09.2018 12:00:00,9473,551,659,5080,1042,0,16286
07.09.2018 11:00:00,9468,543,594,5240,1105,0,16437
07.09.2018 10:00:00,9476,552,554,5247,905,0,16269
07.09.2018 09:00:00,9478,558,452,5205,723,0,16023
07.09.2018 08:00:00,9471,550,352,4904,652,0,15377
07.09.2018 07:00:00,9449,546,329,4111,858,0,14754
07.09.2018 06:00:00,9459,538,321,3740,86,0,13371
07.09.2018 05:00:00,9447,542,313,3797,564,0,12809
07.09.2018 04:00:00,9445,542,302,4057,74,0,12766
07.09.2018 03:00:00,9444,546,307,4108,79,0,12681
07.09.2018 02:00:00,9446,545,253,4368,83,0,12878
07.09.2018 01:00:00,9426,537,176,4136,560,0,13320
07.09.2018 00:00:00,9406,540,262,5100,257,0,14306
06.09.2018 23:00:00,9420,539,248,4674,837,0,14959
06.09.2018 22:00:00,9408,542,254,4685,955,802,16161
06.09.2018 21:00:00,9403,546,264,5571,1226,810,17177
06.09.2018 20:00:00,9408,544,263,5538,1099,703,17227
06.09.2018 19:00:00,9404,539,278,5556,652,326,16246
06.09.2018 18:00:00,9396,541,212,5705,680,328,16264
06.09.2018 17:00:00,9405,538,289,5744,533,325,16265
06.09.2018 16:00:00,9401,540,417,5784,388,326,16440
06.09.2018 15:00:00,9396,539,573,5632,716,327,16628
06.09.2018 14:00:00,9412,546,627,5510,751,326,16547
06.09.2018 13:00:00,9395,538,613,5254,654,326,16322
06.09.2018 12:00:00,9419,539,603,5476,412,286,16432
06.09.2018 11:00:00,9432,538,597,5532,776,326,16707
06.09.2018 10:00:00,9438,517,578,5646,774,0,16395
06.09.2018 09:00:00,9433,530,456,5504,772,0,16203
06.09.2018 08:00:00,9434,530,350,5231,397,0,15431
06.09.2018 07:00:00,9420,522,288,4502,586,0,14805
06.09.2018 06:00:00,9406,520,283,4071,52,0,13374
06.09.2018 05:00:00,9409,530,245,4003,504,0,12956
06.09.2018 04:00:00,9383,529,222,4154,203,0,12827
06.09.2018 03:00:00,9405,528,234,4288,271,0,12896
06.09.2018 02:00:00,9390,518,239,4256,430,0,13011
06.09.2018 01:00:00,9393,520,229,4326,277,0,13552
06.09.2018 00:00:00,9389,517,194,5673,76,0,14195
05.09.2018 23:00:00,9389,524,167,5135,384,0,15082
05.09.2018 22:00:00,9393,525,203,5706,594,324,16107
05.09.2018 21:00:00,9378,530,173,6352,1051,328,17371
05.09.2018 20:00:00,9395,536,201,6111,1160,328,17093
05.09.2018 19:00:00,9377,526,250,6050,607,0,16118
05.09.2018 18:00:00,9387,531,318,5674,765,80,16258
05.09.2018 17:00:00,9391,526,413,5596,563,642,16529
05.09.2018 16:00:00,9387,525,459,5571,569,643,16623
05.09.2018 15:00:00,9362,532,489,5341,838,642,16613
05.09.2018 14:00:00,9385,527,534,5122,907,644,16510
05.09.2018 13:00:00,9366,528,592,5079,454,644,16250
05.09.2018 12:00:00,9358,528,637,5107,659,642,16240
05.09.2018 11:00:00,9346,527,593,5101,759,643,16449
05.09.2018 10:00:00,9353,555,498,5526,627,322,16329
05.09.2018 09:00:00,9350,562,432,5348,1066,0,16173
05.09.2018 08:00:00,9346,549,250,5111,753,0,15366
05.09.2018 07:00:00,9354,543,219,4740,583,0,14841
05.09.2018 06:00:00,9347,548,193,3912,279,0,13412
05.09.2018 05:00:00,9324,543,205,4261,272,0,12960
05.09.2018 04:00:00,9366,541,219,4347,212,0,12920
05.09.2018 03:00:00,9347,542,214,4403,200,0,12949
05.09.2018 02:00:00,9344,540,221,4258,344,0,13021
05.09.2018 01:00:00,9326,540,245,3910,691,0,13523
05.09.2018 00:00:00,9346,547,248,5600,53,0,14276
04.09.2018 23:00:00,9318,524,224,5384,296,137,15284
04.09.2018 22:00:00,9323,504,218,5767,613,637,16410
04.09.2018 21:00:00,9303,511,212,6114,1188,643,17493
04.09.2018 20:00:00,9310,512,255,5772,966,653,17140
04.09.2018 19:00:00,9301,514,320,5763,615,325,16320
04.09.2018 18:00:00,9313,512,371,5984,638,326,16548
04.09.2018 17:00:00,9321,518,464,5847,834,325,16812
04.09.2018 16:00:00,9315,518,545,5883,907,325,17000
04.09.2018 15:00:00,9320,519,627,5894,984,325,17004
04.09.2018 14:00:00,9312,519,679,5707,1029,325,16977
04.09.2018 13:00:00,9311,522,713,5686,696,324,16773
04.09.2018 12:00:00,9331,522,686,5696,684,325,16592
04.09.2018 11:00:00,9328,518,661,5684,755,324,16621
04.09.2018 10:00:00,9367,516,602,5504,859,0,16417
04.09.2018 09:00:00,9359,516,477,5650,431,0,15939
04.09.2018 08:00:00,9346,518,331,5292,350,0,15261
04.09.2018 07:00:00,9345,516,316,4543,506,0,14719
04.09.2018 06:00:00,9350,517,300,4107,169,0,13392
04.09.2018 05:00:00,9326,515,290,4097,343,0,12766
04.09.2018 04:00:00,9338,505,275,4365,74,0,12739
04.09.2018 03:00:00,9311,508,261,4337,206,0,12780
04.09.2018 02:00:00,9304,506,282,4298,387,0,13027
04.09.2018 01:00:00,9306,507,260,4074,731,0,13354
04.09.2018 00:00:00,9287,507,224,5285,484,0,14180
03.09.2018 23:00:00,9308,504,215,5341,288,137,15179
03.09.2018 22:00:00,9284,502,218,5567,619,648,16179
03.09.2018 21:00:00,9296,528,173,6024,1282,647,17431
03.09.2018 20:00:00,9294,543,208,6219,797,324,16826
03.09.2018 19:00:00,9280,538,266,6222,205,282,16240
03.09.2018 18:00:00,9292,527,413,6157,548,325,16459
03.09.2018 17:00:00,9283,526,527,6175,640,324,16783
03.09.2018 16:00:00,9268,530,636,5957,731,325,16936
03.09.2018 15:00:00,9289,537,731,5785,969,326,16934
03.09.2018 14:00:00,9280,523,766,5765,1155,0,16953
03.09.2018 13:00:00,9307,527,787,5529,1129,0,16726
03.09.2018 12:00:00,9329,528,775,5468,1088,0,16544
03.09.2018 11:00:00,9423,528,625,5457,1153,0,16573
03.09.2018 10:00:00,9415,489,516,5614,694,0,16078
03.09.2018 09:00:00,9404,530,419,5460,499,0,15784
03.09.2018 08:00:00,9414,533,342,5326,321,0,15238
03.09.2018 07:00:00,9405,537,253,4806,234,0,14748
03.09.2018 06:00:00,9413,533,248,4328,76,0,13370
03.09.2018 05:00:00,9380,534,246,4042,206,0,12756
03.09.2018 04:00:00,9383,539,245,4057,207,0,12704
03.09.2018 03:00:00,9381,527,264,4166,207,0,12708
03.09.2018 02:00:00,9367,537,184,4155,431,0,12917
03.09.2018 01:00:00,9378,539,265,4117,323,0,13269
03.09.2018 00:00:00,9375,540,257,4944,75,0,14203
02.09.2018 23:00:00,9403,538,266,5188,321,0,14963
02.09.2018 22:00:00,9383,553,253,5078,890,783,16076
02.09.2018 21:00:00,9359,546,195,5036,1781,968,16988
02.09.2018 20:00:00,9344,528,219,5031,990,971,16272
02.09.2018 19:00:00,9347,524,302,5047,721,512,15474
02.09.2018 18:00:00,9338,497,386,5280,649,321,15557
02.09.2018 17:00:00,9373,506,475,5289,634,322,15773
02.09.2018 16:00:00,9348,509,566,5316,480,321,15677
02.09.2018 15:00:00,9358,499,668,5307,819,0,15810
02.09.2018 14:00:00,9366,500,643,5296,700,0,15565
02.09.2018 13:00:00,9365,498,618,5186,749,0,15504
02.09.2018 12:00:00,9371,512,602,5093,740,0,15552
02.09.2018 11:00:00,9365,527,603,4781,994,0,15321
02.09.2018 10:00:00,9368,520,509,4441,720,0,14838
02.09.2018 09:00:00,9391,519,394,4232,473,0,14285
02.09.2018 08:00:00,9367,521,277,4260,59,0,13560
02.09.2018 07:00:00,9349,515,218,4281,205,0,12976
02.09.2018 06:00:00,9365,516,198,4521,378,0,12846
02.09.2018 05:00:00,9346,523,178,4471,281,0,12767
02.09.2018 04:00:00,9372,527,165,4434,280,0,12785
02.09.2018 03:00:00,9346,521,162,4570,204,0,12800
02.09.2018 02:00:00,9334,526,102,4588,209,0,13109
02.09.2018 01:00:00,9397,523,138,4441,57,0,13579
02.09.2018 00:00:00,9641,511,115,4356,310,0,14372
01.09.2018 23:00:00,9840,514,74,4144,1306,0,15212
01.09.2018 22:00:00,10068,509,89,4390,1035,646,16141
01.09.2018 21:00:00,10298,511,118,4684,1185,970,17073
01.09.2018 20:00:00,10291,508,89,4583,556,974,16247
01.09.2018 19:00:00,10306,514,107,4597,626,321,15761
01.09.2018 18:00:00,10314,516,195,4508,868,322,15868
01.09.2018 17:00:00,10308,519,287,4481,982,309,16091
01.09.2018 16:00:00,10320,516,384,4462,752,322,16102
01.09.2018 15:00:00,10309,516,479,4431,652,321,16025
01.09.2018 14:00:00,10314,515,547,4459,634,320,16072
01.09.2018 13:00:00,10330,512,585,4441,532,321,16059
01.09.2018 12:00:00,10322,507,568,4313,645,321,15971
01.09.2018 11:00:00,10341,515,580,4301,603,322,15728
01.09.2018 10:00:00,10356,512,515,4063,441,0,15358
01.09.2018 09:00:00,10347,517,376,4064,248,0,14833
01.09.2018 08:00:00,10367,520,250,3432,488,0,14189
01.09.2018 07:00:00,10354,524,241,3501,205,0,13647
01.09.2018 06:00:00,10351,519,199,3772,56,0,13041
01.09.2018 05:00:00,10301,522,148,3619,286,0,12891
01.09.2018 04:00:00,10298,522,163,3543,365,0,12801
01.09.2018 03:00:00,10297,522,105,3815,56,0,12816
01.09.2018 02:00:00,10296,524,120,3837,212,0,13349
01.09.2018 01:00:00,10275,520,92,4011,769,0,13780
01.09.2018 00:00:00,10222,541,79,4805,516,0,14286
31.08.2018 23:00:00,10234,533,65,4621,382,137,15213
31.08.2018 22:00:00,10221,530,82,5212,592,463,16535
31.08.2018 21:00:00,10214,533,57,5250,1345,970,17532
31.08.2018 20:00:00,10217,544,48,5188,812,651,16833
31.08.2018 19:00:00,10223,533,77,5190,852,322,16432
31.08.2018 18:00:00,10228,535,164,5215,914,322,16671
31.08.2018 17:00:00,10201,542,262,5381,690,324,16742
31.08.2018 16:00:00,10212,538,399,5466,699,322,16822
31.08.2018 15:00:00,10224,541,487,5451,742,323,16982
31.08.2018 14:00:00,10250,540,525,5462,772,323,17056
31.08.2018 13:00:00,10236,535,551,5447,414,323,16778
31.08.2018 12:00:00,10249,540,570,5292,392,323,16575
31.08.2018 11:00:00,10262,543,474,5265,677,0,16515
31.08.2018 10:00:00,10277,531,374,5207,728,0,16449
31.08.2018 09:00:00,10281,527,246,4839,893,0,16101
31.08.2018 08:00:00,10294,530,128,4593,282,0,15072
31.08.2018 07:00:00,10278,526,84,3663,522,0,14270
31.08.2018 06:00:00,10280,520,70,3408,77,0,13336
31.08.2018 05:00:00,10291,528,66,3602,189,0,12888
31.08.2018 04:00:00,10268,532,61,3703,189,0,12729
31.08.2018 03:00:00,10248,524,57,3896,157,0,12842
31.08.2018 02:00:00,10267,495,61,3700,421,0,12979
31.08.2018 01:00:00,10235,501,63,3660,783,0,13420
31.08.2018 00:00:00,10245,498,51,4893,131,0,14255
30.08.2018 23:00:00,10226,506,46,4605,289,137,15099
30.08.2018 22:00:00,10205,494,57,4965,671,782,16391
30.08.2018 21:00:00,10192,491,46,5324,1250,968,17439
30.08.2018 20:00:00,10205,492,34,5215,779,649,16750
30.08.2018 19:00:00,10210,488,88,5239,587,512,16414
30.08.2018 18:00:00,10202,486,162,5243,976,321,16680
30.08.2018 17:00:00,10225,464,293,5290,995,320,16687
30.08.2018 16:00:00,10235,458,387,5285,833,321,16947
30.08.2018 15:00:00,10255,462,466,4985,1427,321,16931
30.08.2018 14:00:00,10276,461,511,4995,1001,320,16901
30.08.2018 13:00:00,10305,460,537,4987,739,321,16599
30.08.2018 12:00:00,10331,464,540,4941,960,0,16447
30.08.2018 11:00:00,10354,484,484,4917,873,0,16375
30.08.2018 10:00:00,10371,477,354,4931,876,0,16372
30.08.2018 09:00:00,10360,480,250,4828,750,0,15967
30.08.2018 08:00:00,10361,477,181,4416,415,0,15125
30.08.2018 07:00:00,10360,480,188,3772,289,0,14243
30.08.2018 06:00:00,10350,484,171,3445,56,0,13164
30.08.2018 05:00:00,10344,484,187,3477,259,0,12879
30.08.2018 04:00:00,10347,485,185,3668,57,0,12801
30.08.2018 03:00:00,10333,479,143,3845,56,0,12950
30.08.2018 02:00:00,10340,461,101,3812,363,0,13213
30.08.2018 01:00:00,10313,458,62,3650,364,0,13592
30.08.2018 00:00:00,10339,463,32,4227,150,0,14255
29.08.2018 23:00:00,10326,462,45,4042,376,160,15007
29.08.2018 22:00:00,10296,463,46,5106,797,347,16455
29.08.2018 21:00:00,10319,464,36,5278,1196,634,17514
29.08.2018 20:00:00,10308,460,44,5087,436,890,16662
29.08.2018 19:00:00,10308,463,98,5171,518,648,16499
29.08.2018 18:00:00,10308,462,216,5009,763,323,16635
29.08.2018 17:00:00,10313,459,355,4676,950,322,16559
29.08.2018 16:00:00,10309,461,459,4566,1030,324,16709
29.08.2018 15:00:00,10329,464,562,4650,1005,324,16725
29.08.2018 14:00:00,10346,466,614,4535,975,323,16796
29.08.2018 13:00:00,10349,460,589,4505,780,310,16514
29.08.2018 12:00:00,10363,462,647,4408,898,323,16516
29.08.2018 11:00:00,10373,456,550,4333,513,277,16409
29.08.2018 10:00:00,10376,476,436,4501,613,320,16207
29.08.2018 09:00:00,10373,475,363,4357,861,0,15923
29.08.2018 08:00:00,10374,476,277,4014,515,0,15056
29.08.2018 07:00:00,10387,473,264,3567,420,0,14403
29.08.2018 06:00:00,10361,468,243,3429,108,0,13329
29.08.2018 05:00:00,10357,486,232,3450,220,0,13009
29.08.2018 04:00:00,10344,475,201,3420,260,0,12860
29.08.2018 03:00:00,10358,476,214,3441,164,0,12940
29.08.2018 02:00:00,10364,464,206,3974,54,0,13084
29.08.2018 01:00:00,10360,472,204,3963,55,0,13666
29.08.2018 00:00:00,10354,466,232,3954,408,0,14286
28.08.2018 23:00:00,10342,466,249,3876,857,0,14800
28.08.2018 22:00:00,10329,462,241,4717,612,320,16133
28.08.2018 21:00:00,10324,453,218,5003,779,610,17083
28.08.2018 20:00:00,10315,455,205,4542,925,328,16339
28.08.2018 19:00:00,10352,457,269,4652,657,321,16348
28.08.2018 18:00:00,10329,455,408,5065,639,321,16655
28.08.2018 17:00:00,10341,455,548,5110,597,320,16748
28.08.2018 16:00:00,10366,454,628,5108,581,321,16872
28.08.2018 15:00:00,10366,451,709,4994,614,320,16874
28.08.2018 14:00:00,10355,451,746,4873,747,321,16762
28.08.2018 13:00:00,10363,450,787,4793,520,321,16746
28.08.2018 12:00:00,10377,449,756,4670,626,321,16485
28.08.2018 11:00:00,10353,452,640,4487,627,321,16345
28.08.2018 10:00:00,10388,457,590,4296,641,323,16312
28.08.2018 09:00:00,10369,449,433,4280,478,321,15757
28.08.2018 08:00:00,10368,453,386,4008,418,0,14945
28.08.2018 07:00:00,10366,456,322,3341,443,0,14341
28.08.2018 06:00:00,10357,458,266,3162,55,0,13420
28.08.2018 05:00:00,10361,456,246,3473,139,0,13156
28.08.2018 04:00:00,10366,455,238,3582,55,0,12836
28.08.2018 03:00:00,10374,457,225,3630,199,0,13121
28.08.2018 02:00:00,10368,472,210,3445,203,0,13154
28.08.2018 01:00:00,10344,471,237,3311,360,0,13579
28.08.2018 00:00:00,10359,476,239,4218,297,0,14504
27.08.2018 23:00:00,10360,470,237,4465,427,0,15270
27.08.2018 22:00:00,10337,463,211,5640,287,507,16742
27.08.2018 21:00:00,10345,446,164,5850,642,834,17597
27.08.2018 20:00:00,10332,450,164,5811,494,191,16849
27.08.2018 19:00:00,10341,445,256,5788,552,0,16791
27.08.2018 18:00:00,10332,447,374,5830,588,0,16986
27.08.2018 17:00:00,10321,446,448,5998,619,0,17217
27.08.2018 16:00:00,10339,448,543,5656,463,325,17220
27.08.2018 15:00:00,10346,458,583,5542,622,324,17189
27.08.2018 14:00:00,10353,450,600,5307,743,485,17239
27.08.2018 13:00:00,10356,456,654,5135,596,480,16990
27.08.2018 12:00:00,10356,459,586,4876,804,463,16837
27.08.2018 11:00:00,10352,457,527,4725,717,340,16670
27.08.2018 10:00:00,10354,456,462,4554,929,325,16576
27.08.2018 09:00:00,10362,469,330,3940,1154,325,16065
27.08.2018 08:00:00,10354,479,248,3656,782,0,14878
27.08.2018 07:00:00,10353,472,263,3146,482,0,14302
27.08.2018 06:00:00,10354,473,221,3048,78,0,13173
27.08.2018 05:00:00,10343,472,188,2982,336,0,12611
27.08.2018 04:00:00,10333,476,180,3076,246,0,12331
27.08.2018 03:00:00,10332,476,169,3044,322,0,12504
27.08.2018 02:00:00,10330,471,202,2973,246,0,12684
27.08.2018 01:00:00,10322,479,255,2782,369,0,13141
27.08.2018 00:00:00,10312,479,251,2863,389,0,13707
26.08.2018 23:00:00,10301,476,242,2998,712,137,14357
26.08.2018 22:00:00,10284,472,223,3499,1020,649,15587
26.08.2018 21:00:00,10286,478,225,3766,1250,971,16374
26.08.2018 20:00:00,10300,481,232,3738,796,645,15571
26.08.2018 19:00:00,10282,476,263,3766,803,322,15334
26.08.2018 18:00:00,10275,478,339,3947,639,322,15420
26.08.2018 17:00:00,10287,478,395,3943,574,320,15446
26.08.2018 16:00:00,10287,452,443,3760,847,0,15207
26.08.2018 15:00:00,10303,448,465,3730,702,0,15036
26.08.2018 14:00:00,10309,448,520,3672,730,0,15192
26.08.2018 13:00:00,10319,449,551,3695,650,0,15138
26.08.2018 12:00:00,10348,476,540,3735,607,0,15055
26.08.2018 11:00:00,10342,475,485,3629,359,0,14633
26.08.2018 10:00:00,10342,470,404,3510,364,0,14587
26.08.2018 09:00:00,10353,474,305,3026,322,0,14084
26.08.2018 08:00:00,10328,478,228,2880,178,0,13109
26.08.2018 07:00:00,10325,474,235,2923,204,0,12868
26.08.2018 06:00:00,10334,472,201,2869,390,0,12593
26.08.2018 05:00:00,10303,475,198,2884,209,0,12437
26.08.2018 04:00:00,10328,477,177,2892,427,0,12390
26.08.2018 03:00:00,10308,474,174,2878,545,0,12518
26.08.2018 02:00:00,10317,471,200,2880,444,0,12917
26.08.2018 01:00:00,10295,470,216,2815,149,0,13186
26.08.2018 00:00:00,10279,472,219,2928,474,0,13731
25.08.2018 23:00:00,10292,467,253,3678,233,180,14441
25.08.2018 22:00:00,10307,468,206,3998,1016,324,15772
25.08.2018 21:00:00,10276,473,215,3972,1066,976,16507
25.08.2018 20:00:00,10313,481,162,3735,728,785,15663
25.08.2018 19:00:00,10303,477,188,3770,859,460,15507
25.08.2018 18:00:00,10278,477,340,3484,1209,322,15578
25.08.2018 17:00:00,10283,477,452,3498,1060,324,15573
25.08.2018 16:00:00,10304,477,548,3507,933,325,15619
25.08.2018 15:00:00,10297,479,641,3489,1072,0,15461
25.08.2018 14:00:00,10325,476,629,3502,1026,0,15462
25.08.2018 13:00:00,10308,476,618,3490,1023,0,15417
25.08.2018 12:00:00,10338,471,639,3471,1081,0,15488
25.08.2018 11:00:00,10369,477,591,3389,791,0,15124
25.08.2018 10:00:00,10346,472,524,3240,787,0,14835
25.08.2018 09:00:00,10382,469,409,3039,601,0,14262
25.08.2018 08:00:00,10368,469,278,2845,56,0,13389
25.08.2018 07:00:00,10363,472,260,2848,54,0,13212
25.08.2018 06:00:00,10362,465,217,3048,54,0,12737
25.08.2018 05:00:00,10356,469,227,3034,134,0,12611
25.08.2018 04:00:00,10350,462,236,2998,258,0,12510
25.08.2018 03:00:00,10342,468,204,2972,255,0,12546
25.08.2018 02:00:00,10323,447,235,2749,362,0,12864
25.08.2018 01:00:00,10328,455,262,2681,504,0,13144
25.08.2018 00:00:00,10319,457,285,2773,554,0,13705
24.08.2018 23:00:00,10322,458,258,2932,619,180,14232
24.08.2018 22:00:00,10307,461,236,3121,1017,653,15377
24.08.2018 21:00:00,10285,456,166,3355,1282,975,16099
24.08.2018 20:00:00,10311,456,135,3359,789,785,15268
24.08.2018 19:00:00,10291,453,275,3744,684,324,15208
24.08.2018 18:00:00,10304,451,410,3751,718,323,15457
24.08.2018 17:00:00,10299,453,526,3740,590,323,15576
24.08.2018 16:00:00,10322,453,590,3752,559,323,15438
24.08.2018 15:00:00,10312,456,669,3762,784,0,15484
24.08.2018 14:00:00,10340,453,700,3744,738,0,15450
24.08.2018 13:00:00,10349,447,732,3744,502,0,15318
24.08.2018 12:00:00,10373,453,719,3739,466,0,15276
24.08.2018 11:00:00,10383,453,683,3615,593,0,15130
24.08.2018 10:00:00,10382,456,593,3364,669,0,14975
24.08.2018 09:00:00,10393,456,460,2989,608,0,14419
24.08.2018 08:00:00,10389,458,323,2779,141,0,13550
24.08.2018 07:00:00,10385,454,303,2869,56,0,13318
24.08.2018 06:00:00,10381,459,270,3009,342,0,12961
24.08.2018 05:00:00,10390,460,266,3015,430,0,12884
24.08.2018 04:00:00,10381,458,244,3008,428,0,12709
24.08.2018 03:00:00,10365,460,256,3006,430,0,12786
24.08.2018 02:00:00,10378,481,248,2995,75,0,12992
24.08.2018 01:00:00,10356,476,209,2996,449,0,13556
24.08.2018 00:00:00,10338,477,209,3536,487,0,14086
23.08.2018 23:00:00,10350,473,178,3886,165,118,14682
23.08.2018 22:00:00,10334,471,157,4316,797,328,16096
23.08.2018 21:00:00,10341,467,186,4374,889,1143,16886
23.08.2018 20:00:00,10330,469,119,4348,756,322,15934
23.08.2018 19:00:00,10338,472,213,4338,873,323,16021
23.08.2018 18:00:00,10338,472,312,3955,1312,323,16220
23.08.2018 17:00:00,10344,470,433,3952,1212,323,16233
23.08.2018 16:00:00,10345,474,502,3971,1139,322,16248
23.08.2018 15:00:00,10343,475,577,3952,1062,323,16243
23.08.2018 14:00:00,10348,473,631,3941,1154,325,16324
23.08.2018 13:00:00,10362,472,683,3906,939,323,16295
23.08.2018 12:00:00,10371,471,612,3713,1131,323,16128
23.08.2018 11:00:00,10374,471,521,3735,909,323,15932
23.08.2018 10:00:00,10400,474,466,4059,900,323,15987
